Name;Size;"First name";"Last name";Downloads;Date;Path
colourImage.jpg;164278;Robin;Rawiel;172;"29.10.2024 11:43";colourImage.jpg
sheet00.ipynb;22477;Robin;Rawiel;110;"29.10.2024 11:43";sheet00.ipynb
